央视频道,#genre#
CCTV1,http://124.205.11.242:91/live/CCTV1hd-8M/live.m3u8
CCTV1,http://101.229.227.246:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://175.31.21.146:4480/hls/1/index.m3u8
CCTV1,http://182.117.136.55:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.113.99.151:4022/rtp/239.3.1.129:8008
CCTV1,http://121.24.99.168:8090/hls/9/index.m3u8
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://121.24.98.102:8090/hls/9/index.m3u8
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.114.19.80:4000/rtp/239.3.1.129:8008
CCTV1,http://123.113.237.36:8012/rtp/239.3.1.129:8008
CCTV1,http://114.252.227.154:8000/rtp/239.3.1.129:8008
CCTV1,http://60.208.104.234:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://114.246.182.194:4022/rtp/239.3.1.129:8008
CCTV1,http://121.24.99.83:8090/hls/9/index.m3u8
CCTV2,http://124.205.11.242:91/live/CCTV2hd-8M/live.m3u8
CCTV2,http://61.157.139.15:9901/tsfile/live/2372_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://60.208.104.234:352/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://121.24.99.168:8090/hls/10/index.m3u8
CCTV2,http://1.180.2.93:9901/tsfile/live/1035_1.m3u8
CCTV2,http://114.251.185.6:8012/rtp/239.3.1.60:8084
CCTV2,http://58.41.27.144:18888/udp/239.45.1.109:5140
CCTV2,http://114.254.189.28:9999/rtp/239.3.1.60:8084
CCTV2,http://222.130.146.175:8888/rtp/239.3.1.60:8084
CCTV2,http://113.220.235.120:9999/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.60:8084
CCTV2,http://114.254.84.197:2222/rtp/239.3.1.60:8084
CCTV2,http://101.229.227.246:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.113.99.151:4022/rtp/239.3.1.60:8084
CCTV2,http://123.121.73.105:8686/rtp/239.3.1.60:8084
CCTV3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV3,http://124.205.11.242:91/live/CCTV3hd-8M/live.m3u8
CCTV3,http://114.251.185.6:8012/rtp/239.3.1.172:8001
CCTV3,http://42.48.17.204:808/hls/3/index.m3u8
CCTV3,http://218.241.192.50:8808/rtp/239.3.1.172:8001
CCTV3,http://123.113.99.151:4022/rtp/239.3.1.172:8001
CCTV3,http://123.114.19.80:4000/rtp/239.3.1.172:8001
CCTV3,http://36.248.137.69:60033/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://182.150.25.138:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://114.253.165.121:10000/rtp/239.3.1.172:8001
CCTV3,http://121.24.98.102:8090/hls/11/index.m3u8
CCTV3,http://123.113.98.224:4022/rtp/239.3.1.172:8001
CCTV3,http://114.254.84.197:2222/rtp/239.3.1.172:8001
CCTV3,http://114.246.182.194:4022/rtp/239.3.1.172:8001
CCTV4,https://hc73k3dhwo5gfkt.wcetv.com/hls/wcetv318.m3u8
CCTV4,http://124.205.11.242:91/live/CCTV4hd-8M/live.m3u8
CCTV4,http://112.46.85.60:8009/hls/4/index.m3u8
CCTV4,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://59.173.183.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://114.253.165.121:10000/rtp/239.3.1.105:8092
CCTV4,http://61.157.139.15:9901/tsfile/live/2374_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.241.192.50:8808/rtp/239.3.1.105:8092
CCTV4,http://123.114.19.80:4000/rtp/239.3.1.105:8092
CCTV4,http://123.114.19.80:4000/rtp/239.3.1.214:4220
CCTV4,http://114.246.182.194:4022/rtp/239.3.1.214:4220
CCTV4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://114.254.84.197:2222/rtp/239.3.1.105:8092
CCTV4,http://1.180.2.93:9901/tsfile/live/1063_1.m3u8
CCTV4,http://114.246.182.194:4022/rtp/239.3.1.105:8092
CCTV5,http://59.44.102.18:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://123.113.99.151:4022/rtp/239.3.1.173:8001
CCTV5,http://123.114.19.80:4000/rtp/239.3.1.173:8001
CCTV5,http://114.251.185.6:8012/rtp/239.3.1.173:8001
CCTV5,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV5,http://111.196.186.191:5555/rtp/239.3.1.173:8001
CCTV5,http://114.246.182.194:4022/rtp/239.3.1.173:8001
CCTV5,http://123.113.98.224:4022/rtp/239.3.1.173:8001
CCTV5,http://114.253.165.121:10000/rtp/239.3.1.173:8001
CCTV5,http://114.246.182.194:4022/rtp/239.3.1.130:8004
CCTV5,http://123.113.111.37:4022/rtp/239.3.1.173:8001
CCTV5,http://123.117.222.245:4022/rtp/239.3.1.173:8001
CCTV5,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.173:8001
CCTV5,http://222.130.146.175:8888/rtp/239.3.1.130:8004
CCTV5,http://222.130.146.175:8888/rtp/239.3.1.173:8001
CCTV5+,http://124.205.11.242:91/live/CCTV5+hd-8M/live.m3u8
CCTV5+,http://42.48.17.204:808/hls/6/index.m3u8
CCTV5+,http://58.23.27.47:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.23.27.171:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.122.161.137:19999/rtp/239.3.1.130:8004
CCTV5+,http://114.251.185.6:8012/rtp/239.3.1.130:8004
CCTV5+,http://123.114.19.80:4000/rtp/239.3.1.130:8004
CCTV5+,http://123.113.111.37:4022/rtp/239.3.1.130:8004
CCTV5+,http://1.180.2.93:9901/tsfile/live/1027_1.m3u8
