央视频道,#genre#
CCTV1,http://124.93.18.238:9003//hls/1/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://60.210.100.54:352/tsfile/live/0001_1.m3u8
CCTV1,http://101.66.198.22:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://221.222.162.206:8888/udp/239.3.1.129:8008
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1,http://218.241.192.50:8808/udp/239.3.1.129:8008
CCTV1,http://123.113.187.204:8000/udp/239.3.1.129:8008
CCTV1,http://60.11.200.120:35455/gaoma/cctv1.m3u8
CCTV1,http://221.219.79.161:4000/rtp/239.3.1.129:8008
CCTV1,http://114.252.236.205:8000/rtp/239.3.1.129:8008
CCTV第1剧场,http://xuys.top:8888/udp/225.1.2.175:5002
CCTV第1剧场,http://61.190.129.195:8686/rtp/238.1.79.63:4640
CCTV第1剧场,http://122.152.202.33/s/81a8a44f/index.m3u8?id=bak1_90
CCTV2,http://tv.kmhlzxs.top:35455/gaoma/cctv2.m3u8
CCTV2,http://124.93.18.238:9003//hls/2/index.m3u8
CCTV2,http://117.144.58.42:35455/gaoma/cctv2.m3u8
CCTV2,http://tawangxunyuan.vicp.cc:35455/gaoma/cctv2.m3u8
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
CCTV2,http://60.210.100.54:352/tsfile/live/0002_1.m3u8
CCTV2,http://113.57.111.4:1111/tsfile/live/1001_1.m3u8
CCTV2,http://221.219.79.161:4000/udp/239.3.1.60:8084
CCTV2,http://101.66.198.22:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://114.252.236.205:8000/rtp/239.3.1.60:8084
CCTV2,http://123.113.187.204:8000/rtp/239.3.1.60:8084
CCTV2,http://123.113.187.204:8000/udp/239.3.1.60:8084
CCTV2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8
CCTV2,http://218.241.192.50:8808/rtp/239.3.1.60:8084
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV3,http://tv.kmhlzxs.top:35455/gaoma/cctv3.m3u8
CCTV3,http://117.144.58.42:35455/gaoma/cctv3.m3u8
CCTV3,http://124.93.18.238:9003//hls/3/index.m3u8
CCTV3,http://58.19.38.162:9901/tsfile/live/0003_1.m3u8
CCTV3,http://221.219.79.161:4000/udp/239.3.1.172:8001
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8
CCTV3,http://218.241.192.50:8808/udp/239.3.1.172:8001
CCTV3,http://123.113.187.204:8000/rtp/239.3.1.172:8001
CCTV3,http://114.252.236.205:8000/rtp/239.3.1.172:8001
CCTV3,http://123.113.187.204:8000/udp/239.3.1.172:8001
CCTV3,http://111.196.135.75:8686/udp/239.3.1.172:8001
CCTV3,http://218.241.192.50:8808/rtp/239.3.1.172:8001
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://ikuai.zlsip.top:4022/rtp/239.3.1.172:8001
CCTV3,http://112.101.78.50:9901/tsfile/live/0003_1.m3u8
CCTV4,http://tv.kmhlzxs.top:35455/gaoma/cctv4k.m3u8
CCTV4,http://117.144.58.42:35455/gaoma/cctv4k.m3u8
CCTV4,https://www.youtube.com/watch?v=twhG7_jvA8g
CCTV4,http://124.93.18.238:9003//hls/4/index.m3u8
CCTV4,http://tawangxunyuan.vicp.cc:35455/gaoma/cctv4.m3u8
CCTV4,https://tvpull.careryun.com/tv/cctv4.m3u8
CCTV4,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8
CCTV4,http://112.123.206.32:808/hls/4/index.m3u8
CCTV4,http://221.219.79.161:4000/udp/239.3.1.214:4220
CCTV4,http://221.219.79.161:4000/udp/239.3.1.105:8092
CCTV4,http://218.241.192.50:8808/udp/239.3.1.214:4220
CCTV4,http://221.219.79.161:4000/udp/239.3.1.213:4220
CCTV4,http://218.241.192.50:8808/rtp/239.3.1.105:8092
CCTV4,http://123.113.187.204:8000/udp/239.3.1.105:8092
CCTV4,http://221.226.4.10:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://tv.kmhlzxs.top:35455/gaoma/cctv5.m3u8
CCTV5,http://124.93.18.238:9003//hls/5/index.m3u8
CCTV5,http://221.226.4.10:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.219.79.161:4000/udp/239.3.1.173:8001
CCTV5,http://218.241.192.50:8808/udp/239.3.1.173:8001
CCTV5,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV5,http://101.66.198.193:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://123.113.187.204:8000/udp/239.3.1.173:8001
CCTV5,http://101.66.198.142:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://111.9.163.109:9901/tsfile/live/0005_1.m3u8
CCTV5,http://114.252.236.205:8000/rtp/239.3.1.173:8001
CCTV5,https://tvpull.careryun.com/tv/cctv5.m3u8
CCTV5,http://ikuai.zlsip.top:4022/rtp/239.3.1.173:8001
CCTV5,http://111.196.135.75:8686/udp/239.3.1.173:8001
CCTV5,http://221.222.162.206:8888/udp/239.3.1.173:8001
CCTV5+,http://124.93.18.238:9003//hls/18/index.m3u8
CCTV5+,http://117.144.58.42:35455/gaoma/cctv5p.m3u8
CCTV5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6815&tk=2894ccdba8fc
CCTV5+,http://146.235.213.45:35455/gaoma/cctv5p.m3u8
CCTV5+,http://112.123.206.32:808/hls/6/index.m3u8
CCTV5+,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004
CCTV5+,http://123.113.187.204:8000/udp/239.3.1.130:8004
CCTV5+,http://114.252.236.205:8000/rtp/239.3.1.130:8004
